Well,Linker 1,Part 1,Linker 2,Part 2,Linker 3,Part 3,Linker 4,Part 4,Linker 5,Part 5,Linker 6,Part 6,Linker 7,Part 7,Linker 8,Part 8,Linker 9,Part 9,Linker 10,Part 10
A6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_13,UTR2-RBS2,DS_4,,,,,,,,,,,,,,
B6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_13,UTR2-RBS2,DS_5,,,,,,,,,,,,,,
C6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_13,UTR2-RBS3,DS_3,,,,,,,,,,,,,,
D6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_13,UTR2-RBS3,DS_4,,,,,,,,,,,,,,
E6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_13,UTR2-RBS3,DS_5,,,,,,,,,,,,,,
F6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_14,UTR2-RBS1,DS_3,,,,,,,,,,,,,,
G6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_14,UTR2-RBS1,DS_4,,,,,,,,,,,,,,
H6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_14,UTR2-RBS1,DS_5,,,,,,,,,,,,,,
A7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_14,UTR2-RBS2,DS_3,,,,,,,,,,,,,,
B7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_14,UTR2-RBS2,DS_4,,,,,,,,,,,,,,
C7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_14,UTR2-RBS2,DS_5,,,,,,,,,,,,,,
D7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_14,UTR2-RBS3,DS_3,,,,,,,,,,,,,,
E7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_14,UTR2-RBS3,DS_4,,,,,,,,,,,,,,
F7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_14,UTR2-RBS3,DS_5,,,,,,,,,,,,,,
G7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR1-RBS1,DS_6,,,,,,,,,,,,,,
H7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR1-RBS1,DS_7,,,,,,,,,,,,,,
A8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR1-RBS1,DS_8,,,,,,,,,,,,,,
B8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR1-RBS2,DS_6,,,,,,,,,,,,,,
C8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR1-RBS2,DS_7,,,,,,,,,,,,,,
D8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR1-RBS2,DS_8,,,,,,,,,,,,,,
E8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR1-RBS3,DS_6,,,,,,,,,,,,,,
F8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR1-RBS3,DS_7,,,,,,,,,,,,,,
G8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR1-RBS3,DS_8,,,,,,,,,,,,,,
H8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR1-RBS1,DS_6,,,,,,,,,,,,,,
A9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR1-RBS1,DS_7,,,,,,,,,,,,,,
B9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR1-RBS1,DS_8,,,,,,,,,,,,,,
C9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR1-RBS2,DS_6,,,,,,,,,,,,,,
D9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR1-RBS2,DS_7,,,,,,,,,,,,,,
E9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR1-RBS2,DS_8,,,,,,,,,,,,,,
F9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR1-RBS3,DS_6,,,,,,,,,,,,,,
G9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR1-RBS3,DS_7,,,,,,,,,,,,,,
H9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR1-RBS3,DS_8,,,,,,,,,,,,,,
A10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR1-RBS1,DS_6,,,,,,,,,,,,,,
B10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR1-RBS1,DS_7,,,,,,,,,,,,,,
C10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR1-RBS1,DS_8,,,,,,,,,,,,,,
D10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR1-RBS2,DS_6,,,,,,,,,,,,,,
E10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR1-RBS2,DS_7,,,,,,,,,,,,,,
F10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR1-RBS2,DS_8,,,,,,,,,,,,,,
G10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR1-RBS3,DS_6,,,,,,,,,,,,,,
H10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR1-RBS3,DS_7,,,,,,,,,,,,,,
A11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR1-RBS3,DS_8,,,,,,,,,,,,,,
B11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR2-RBS1,DS_9,,,,,,,,,,,,,,
C11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR2-RBS1,DS_10,,,,,,,,,,,,,,
D11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR2-RBS1,DS_11,,,,,,,,,,,,,,
E11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR2-RBS2,DS_9,,,,,,,,,,,,,,
F11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR2-RBS2,DS_10,,,,,,,,,,,,,,
G11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR2-RBS2,DS_11,,,,,,,,,,,,,,
H11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR2-RBS3,DS_9,,,,,,,,,,,,,,
A1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR2-RBS3,DS_10,,,,,,,,,,,,,,
B1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_0,UTR2-RBS3,DS_11,,,,,,,,,,,,,,
C1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR2-RBS1,DS_9,,,,,,,,,,,,,,
D1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR2-RBS1,DS_10,,,,,,,,,,,,,,
E1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR2-RBS1,DS_11,,,,,,,,,,,,,,
F1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR2-RBS2,DS_9,,,,,,,,,,,,,,
G1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR2-RBS2,DS_10,,,,,,,,,,,,,,
H1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR2-RBS2,DS_11,,,,,,,,,,,,,,
A2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR2-RBS3,DS_9,,,,,,,,,,,,,,
B2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR2-RBS3,DS_10,,,,,,,,,,,,,,
C2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_1,UTR2-RBS3,DS_11,,,,,,,,,,,,,,
D2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR2-RBS1,DS_9,,,,,,,,,,,,,,
E2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR2-RBS1,DS_10,,,,,,,,,,,,,,
F2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR2-RBS1,DS_11,,,,,,,,,,,,,,
G2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR2-RBS2,DS_9,,,,,,,,,,,,,,
H2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR2-RBS2,DS_10,,,,,,,,,,,,,,
A3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR2-RBS2,DS_11,,,,,,,,,,,,,,
B3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR2-RBS3,DS_9,,,,,,,,,,,,,,
C3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR2-RBS3,DS_10,,,,,,,,,,,,,,
D3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_2,UTR2-RBS3,DS_11,,,,,,,,,,,,,,
E3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR1-RBS1,DS_12,,,,,,,,,,,,,,
F3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR1-RBS1,DS_13,,,,,,,,,,,,,,
G3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR1-RBS1,DS_14,,,,,,,,,,,,,,
H3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR1-RBS2,DS_12,,,,,,,,,,,,,,
A4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR1-RBS2,DS_13,,,,,,,,,,,,,,
B4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR1-RBS2,DS_14,,,,,,,,,,,,,,
C4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR1-RBS3,DS_12,,,,,,,,,,,,,,
D4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR1-RBS3,DS_13,,,,,,,,,,,,,,
E4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR1-RBS3,DS_14,,,,,,,,,,,,,,
F4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR1-RBS1,DS_12,,,,,,,,,,,,,,
G4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR1-RBS1,DS_13,,,,,,,,,,,,,,
H4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR1-RBS1,DS_14,,,,,,,,,,,,,,
A5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR1-RBS2,DS_12,,,,,,,,,,,,,,
B5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR1-RBS2,DS_13,,,,,,,,,,,,,,
C5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR1-RBS2,DS_14,,,,,,,,,,,,,,
D5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR1-RBS3,DS_12,,,,,,,,,,,,,,
E5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR1-RBS3,DS_13,,,,,,,,,,,,,,
F5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR1-RBS3,DS_14,,,,,,,,,,,,,,
G5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR1-RBS1,DS_12,,,,,,,,,,,,,,
H5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR1-RBS1,DS_13,,,,,,,,,,,,,,
A6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR1-RBS1,DS_14,,,,,,,,,,,,,,
B6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR1-RBS2,DS_12,,,,,,,,,,,,,,
C6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR1-RBS2,DS_13,,,,,,,,,,,,,,
D6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR1-RBS2,DS_14,,,,,,,,,,,,,,
E6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR1-RBS3,DS_12,,,,,,,,,,,,,,
F6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR1-RBS3,DS_13,,,,,,,,,,,,,,
G6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR1-RBS3,DS_14,,,,,,,,,,,,,,
H6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR3-RBS1,DS_15,,,,,,,,,,,,,,
A7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR3-RBS1,DS_16,,,,,,,,,,,,,,
B7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR3-RBS1,DS_17,,,,,,,,,,,,,,
C7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR3-RBS2,DS_15,,,,,,,,,,,,,,
D7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR3-RBS2,DS_16,,,,,,,,,,,,,,
E7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR3-RBS2,DS_17,,,,,,,,,,,,,,
F7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR3-RBS3,DS_15,,,,,,,,,,,,,,
G7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR3-RBS3,DS_16,,,,,,,,,,,,,,
H7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_24,UTR3-RBS3,DS_17,,,,,,,,,,,,,,
A8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR3-RBS1,DS_15,,,,,,,,,,,,,,
B8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR3-RBS1,DS_16,,,,,,,,,,,,,,
C8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR3-RBS1,DS_17,,,,,,,,,,,,,,
D8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR3-RBS2,DS_15,,,,,,,,,,,,,,
E8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR3-RBS2,DS_16,,,,,,,,,,,,,,
F8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR3-RBS2,DS_17,,,,,,,,,,,,,,
G8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR3-RBS3,DS_15,,,,,,,,,,,,,,
H8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR3-RBS3,DS_16,,,,,,,,,,,,,,
A9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_25,UTR3-RBS3,DS_17,,,,,,,,,,,,,,
B9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR3-RBS1,DS_15,,,,,,,,,,,,,,
C9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR3-RBS1,DS_16,,,,,,,,,,,,,,
D9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR3-RBS1,DS_17,,,,,,,,,,,,,,
E9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR3-RBS2,DS_15,,,,,,,,,,,,,,
F9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR3-RBS2,DS_16,,,,,,,,,,,,,,
G9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR3-RBS2,DS_17,,,,,,,,,,,,,,
H9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR3-RBS3,DS_15,,,,,,,,,,,,,,
A10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR3-RBS3,DS_16,,,,,,,,,,,,,,
B10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_26,UTR3-RBS3,DS_17,,,,,,,,,,,,,,
C10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR3-RBS1,DS_0,,,,,,,,,,,,,,
D10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR3-RBS1,DS_1,,,,,,,,,,,,,,
E10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR3-RBS1,DS_2,,,,,,,,,,,,,,
F10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR3-RBS2,DS_0,,,,,,,,,,,,,,
G10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR3-RBS2,DS_1,,,,,,,,,,,,,,
H10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR3-RBS2,DS_2,,,,,,,,,,,,,,
A11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR3-RBS3,DS_0,,,,,,,,,,,,,,
B11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR3-RBS3,DS_1,,,,,,,,,,,,,,
C11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR3-RBS3,DS_2,,,,,,,,,,,,,,
D11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_16,UTR3-RBS1,DS_0,,,,,,,,,,,,,,
E11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_16,UTR3-RBS1,DS_1,,,,,,,,,,,,,,
F11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_16,UTR3-RBS1,DS_2,,,,,,,,,,,,,,
G11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_16,UTR3-RBS2,DS_0,,,,,,,,,,,,,,
H11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_16,UTR3-RBS2,DS_1,,,,,,,,,,,,,,
A1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_16,UTR3-RBS2,DS_2,,,,,,,,,,,,,,
B1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_16,UTR3-RBS3,DS_0,,,,,,,,,,,,,,
C1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_16,UTR3-RBS3,DS_1,,,,,,,,,,,,,,
D1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_16,UTR3-RBS3,DS_2,,,,,,,,,,,,,,
E1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_17,UTR3-RBS1,DS_0,,,,,,,,,,,,,,
F1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_17,UTR3-RBS1,DS_1,,,,,,,,,,,,,,
G1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_17,UTR3-RBS1,DS_2,,,,,,,,,,,,,,
H1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_17,UTR3-RBS2,DS_0,,,,,,,,,,,,,,
A2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_17,UTR3-RBS2,DS_1,,,,,,,,,,,,,,
B2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_17,UTR3-RBS2,DS_2,,,,,,,,,,,,,,
C2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_17,UTR3-RBS3,DS_0,,,,,,,,,,,,,,
D2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_17,UTR3-RBS3,DS_1,,,,,,,,,,,,,,
E2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_17,UTR3-RBS3,DS_2,,,,,,,,,,,,,,
F2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR2-RBS1,DS_3,,,,,,,,,,,,,,
G2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR2-RBS1,DS_4,,,,,,,,,,,,,,
H2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR2-RBS1,DS_5,,,,,,,,,,,,,,
A3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR2-RBS2,DS_3,,,,,,,,,,,,,,
B3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR2-RBS2,DS_4,,,,,,,,,,,,,,
C3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR2-RBS2,DS_5,,,,,,,,,,,,,,
D3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR2-RBS3,DS_3,,,,,,,,,,,,,,
E3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR2-RBS3,DS_4,,,,,,,,,,,,,,
F3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_15,UTR2-RBS3,DS_5,,,,,,,,,,,,,,
G3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,US_16,UTR2-RBS1,DS_3,,,,,,,,,,,,,,
